abbot,Abbot
dynamite,dynamitent
dynamite,dynamites
dynasties,dynastie
early,Earley
earns,erns
earns,ernes
earns,urns
eaten,Eaton
eaten,Eton
eaten,eating
eaves,eves
eerie,Erie
elusive,illusive
errant,arrant
exhaustive,exhaustives
existence,existences
experts,expert
eyed,I'd
facile,faciles
facts,fax
fainted,feinted
fairer,farer
fairs,fares
falls,fals
fared,faired
fares,fairs
farther,father
fastest,fasstest
fated,faded
fauna,faune
fawn,faun
feet,feat
ferry,fairy
fetal,fatal
files,fil
files,file
files,filent
files,fils
files,Phil
files,-phile
finally,finely
fined,find
finely,finally
fishing,phishing
flair,flare
fleas,flees
flew,flu
flew,flue
flexible,flexibles
flint,Flint
flint,Flynt
flocks,phlox
fluorescence,florescence
fluorescent,florescent
forces,force
forces,forcent
foresight,Forsythe
formally,formerly
formerly,formally
formulations,formulation
foul,fowl
fowl,foul
fragile,fragiles
fragmentation,fragmentations
fragments,fragment
franchises,franchise
franchises,franchisent
fraught,frot
frees,freeze
frees,frieze
freezer,friseur
fret,Fred
fret,feraient
fret,ferais
fret,ferait
fret,frais
fret,frets
frieze,frees
frieze,freeze
fruits,fruit
fugue,fuguent
fugue,fugues
fuller,Fuller
fumes,fume
fumes,fument
fumes,fûmes
furs,furze
fuses,fuse
fuses,fusent
futures,futur
futures,futurs
futures,future
gage,gauge
gage,gagent
gage,gages
gait,gate
gale,Gail
gale,galę
gambling,gambol
gated,gaited
gazes,gaz
gazes,gaze
gazes,gazent
genres,genre
germinal,germinale
germinal,germinales
germinal,germinals
gilt,guilt
glacial,glaciale
glacial,glaciales
golf,golfe
gonna,gunner
google,Google
google,googol
google,gugel
gorilla,guerrilla
gourd,gored
grandeur,grander
grandeur,grandeurs
grandiose,grandioses
granules,granule
granules,granulent
grasses,grasse
grated,graded
grating,grading
gratitude,gratitudes
graves,grabes
gray,grey
gray,greige
grease,Greece
greater,grater
grieved,greaved
grimes,grime
grimes,griment
grizzly,grisly
groin,groyne
grown,groan
guessed,guest
guides,guide
guilds,gilds
guise,guys
gulf,golf
guys,guise
habitation,habitations
hallowed,halloed
halls,hals
handmade,handmaid
hangar,hanger
hanger,hangar
hare,hair
hare,harde
hare,harde
harmony,hominy
hart,heart
hart,hard
hart,harrt
hart,haart
hart,chart
haughty,hottie
healed,heeled
healing,heeling
heals,heels
heard,herd
hectares,hectare
hectares,hectarent
heels,heals
herbicides,herbicide
herbivores,herbivore
heroine,heroin
hertz,hurts
higher,hire
hoard,horde
hoard,whored
hoarse,horse
hoax,hokes
hockey,hoquet
hockey,hoquets
holistic,wholistic
holy,holey
holy,wholly
horizons,horizon
hostile,hostel
hours,ours
hues,hews
humerus,humorous
humorous,humerus
hungry,Hungary
hurts,hertz
iceberg,icebergs
idiots,idiot
ignorant,ignorants
illicit,elicit
illustrative,illustratives
images,image
images,imagent
imaginative,imaginatives
immanent,imminent
imposes,impose
imposes,imposent
impotent,impotents
impulses,impulse
impulses,impulsent
incandescent,incandescents
incidence,incidents
incidents,incidence
incisive,incisives
inclusive,inclusives
indexes,indexe
indexes,indexent
ineffable,ineffables
inflammation,inflammations
injuries,injurie
injuries,injurient
inns,ins
insightful,inciteful
insolent,insolents
intelligible,intelligibles
interacts,ax
introspective,introspectives
inventories,inventorie
inventories,inventorient
invincible,invincibles
iris,Iris
irritation,irritations
jeans,genes
jest,gjest
jest,gjest
jewels,joules
jewels,Jules
joins,joint
joins,joints
joints,joins
joints,joint
junta,hunter
jurisprudence,jurisprudents
karma,cama
khaki,cocky
khan,carn
khan,con
kiln,kill
kitty,kiddie
kitty,kiddy
knew,new
knights,nights
knocks,Knox
knots,nots
knots,naughts
knots,cot-caught merger
known,none
known,noone
knows,noes
knows,nose
lacks,lax
lama,llama
latter,ladder
lava,larva
lays,lase
lays,laze
leaks,leeks
leaky,leeky
leased,least
leash,Laois
least,leased
leech,leach
lent,leant
lent,Lent
lessons,lessens
lettuce,Lettice
liar,lyre
liar,lier
licences,licence
lichen,liken
lied,liet
likes,like
likes,likent
links,lynx
links,lynx
lire,lyre
lire,lires
lire,lyre
lire,lyrent
lire,lyres
little,Littell
littoral,literal
loads,lodes
locks,lox
lore,law
lorry,lory
lute,loot
lyre,liar
lyre,lier
lyre,lire
madden,Madden
mails,males
maize,maze
malaise,Malays
males,mails
mandates,mandate
mandates,mandatent
manners,manors
manor,manner
manor,manna
mantle,mantel
marks,Marks
marks,marques
marks,Marx
martial,marshal
martial,Martial
massed,mast
maze,maise
maze,maize
mecca,mecha
meetings,metings
meets,meats
meets,metes
merchandise,merchandisent
merchandise,merchandises
messy,Messi
metals,meddles
mined,mind
mines,mine
mines,minent
minimum,minimums
misled,mizzled
missed,mist
mister,Mr.
mister,Mister
mites,mite
mites,mitent
mnemonic,pneumonic
moat,mote
mobile,Mobile
moll,mall
moll,maul
moll,mole
moll,mold
monochrome,monochromes
moose,mousse
mores,maure
mores,maures
mores,more
mourning,morning
mourning,moaning
mourning,dough–door merger
moustache,moustaches
mucous,mucus
mucus,mucous
murderous,murderess
muscles,mussels
muses,muse
muses,musent
mussels,muscles
mustard,mustered
oars,ores
oars,ors
objectives,objective
occidental,occidentale
occidental,occidentes
offensive,offensives
ores,oars
ores,ors
oriental,orientale
oriental,orientales
otter,odder
ought,aught
outcast,outcaste
overdue,overdo
oversight,overcite
owed,ode
paced,paste
packed,pact
packs,pax
packs,pax
pact,packed
padding,patting
paid,payed
pail,pale
pained,paned
pairing,paring
pairs,pares
pairs,pears
palette,palate
palette,pallet
palette,pallette
pallet,palate
pallet,palette
pallet,pallette
pallet,pellet
panes,pains
paraphrase,paraphrasent
paraphrase,paraphrases
parasites,parasite
parasites,parasitent
parties,parti
parties,partie
parties,partis
passages,passage
passages,passagent
passed,past
patting,padding
patty,paddy
patty,Paddy
paws,pause
paws,pores
paws,pours
peaked,piqued
peaked,peeked
peaked,peeked
peaked,piqued
peaks,peeks
peaks,piques
peat,Pete
pedal,peddle
pedal,petal
peek,peak
peek,peke
peek,pique
peeled,pealed
peeling,pealing
peers,piers
peers,Piers
pendant,pendent
pendant,pendants
penned,pend
penned,pinned
permissive,permissives
petty,Petty
petty,pedi
pharaoh,faro
pharaoh,Faroe
phased,fazed
phases,fazes
phones,phone
phones,phonent
phosphorus,phosphorous
phosphorus,Phosphorus
phrases,fraises
picks,pix
picks,pyx
pidgin,pigeon
pigeons,pidgins
pines,pine
pines,pinent
pinned,pend
pinned,penned
pinning,penning
pins,pens
pinto,Pinto
pizza,piza
pizza,pisa
pizza,Pisa
plains,planes
planar,plainer
planar,planer
planes,plains
planes,Plains
planes,plane
plans,plan
plenty,Pliny
plums,plumbs
points,point
polls,poles
polls,Poles
populace,populous
populous,populace
pores,pours
pores,pause
pores,paws
portraiture,portraiturent
portraiture,portraitures
poured,pored
poured,pawed
pouring,poring
pours,pores
pours,pause
pours,paws
prayed,preyed
prays,praise
prays,preys
premiere,premier
pressures,pressure
pressures,pressurent
prey,pray
pride,pried
principles,principals
prized,prised
proceeded,preceded
profits,prophets
promenade,promenades
prophets,profits
psychosis,sycosis
pudding,pudin
punitive,punitives
putative,putatives
puts,putts
putting,pudding
quail,quale
quartz,courts
quay,key
queues,cues
queues,queue
quite,kiti
quiz,quiz'
racks,rax
radar,ratar
rained,reigned
rained,reined
raining,reining
raining,reigning
rains,reigns
rains,reins
raising,razing
rapport,rapports
ravine,ravinent
ravine,ravines
rays,raise
rays,rase
rays,raze
rays,rehs
rays,réis
rays,res
reads,reeds
ready,reddy
reconnaissance,reconnaissances
refers,reefers
reigned,rained
reigned,reined
reigning,raining
reigning,reining
reigns,rains
reigns,reins
relocation,relocations
respectable,respectables
resting,wresting
rights,rites
rights,writes
rime,rhyme
rings,wrings
rites,rights
rites,writes
roles,rolls
roles,Rolls
rolling,Rowling
rolls,roles
rolls,Rolls
rooted,routed
rote,wrote
rotor,rota
rounds,Rounds
rowed,road
rowed,rode
rowed,Rhode
rows,roes
rows,rose
rows,rouse
rung,rng
rung,wrung
ruse,roos
ruse,rues
sabotage,sabotages
saga,sagað
sake,saque
salary,celery
sandy,sandhi
sane,sain
sane,Seine
sans,cent
sans,cents
sans,sang
sans,sangs
sans,sens
sans,sent
sari,sorry
satanic,seitanic
sauna,savna
sawyer,soya
scary,skerry
scenery,senary
scents,cents
scents,since
scents,sense
sculptures,sculpture
sealing,ceiling
seams,seems
seams,semes
seeds,cedes
seeds,sedes
seeks,Sikhs
seems,seams
seems,semes
seen,scene
seer,cere
seer,sear
seer,sihr
seer,C-er
seer,c-er
sees,seas
sees,seize
sells,cells
series,Siri's
series,Siris
series,Ceres
sewing,sowing
sewn,Saône
sewn,sone
sewn,sown
sheer,shear
shone,shown
shown,shone
shuddered,shuttered
sierra,cierra
sighed,side
sighs,scise
sighs,size
signs,sines
silences,silence
silly,Scilly
sine,sign
sine,syne
sinks,syncs
sinks,cinques
sites,cites
sites,sights
siting,citing
siting,sighting
sixth,six
slay,sleigh
slay,sley
smog,smok
soared,sword
socks,Sox
socks,sox
sofa,sofas
software,softwear
solo,sólo
sonnets,sonnai
sonnets,sonnaient
sonnets,sonnais
sonnets,sonnait
sonnets,sonnet
sonny,sunny
sons,suns
soprano,sopranos
sordid,sorted
sorry,sari
sorted,sordid
sought,sort
souls,soles
sources,sauces
sowing,sewing
sown,Saône
sown,sewn
sown,sone
speck,spec
spelt,speld
stakes,steaks
stalking,stocking
stared,staired
stationary,stationery
stationery,stationary
stayed,staid
steaks,stakes
stealing,steeling
steals,steels
stent,stint
sticks,Styx
storey,story
structures,structure
structures,structurent
subordination,subordinations
substantive,substantives
sued,pseud
suggestive,suggestives
sulfate,sulfatent
sulfate,sulfates
summary,summery
sunny,sonny
surely,Shirley
surpasses,surpasse
surpasses,surpassent
survives,survive
survives,survivent
swayed,suede
symbols,cymbals
syntax,sin tax
syringe,Sȳringe
tails,tales
tales,tails
tanner,Tanner
tanner,tannai
tanner,tanné
tanner,tannée
tanner,tannées
tanner,tannés
tanner,tannez
tartar,tarter
taut,taught
taut,tort
taut,tot
teeming,teaming
temps,tan
temps,tans
temps,tant
temps,taon
tenor,tenner
tents,tints
terrible,tearable
terse,tersent
terse,terses
thee,the
theirs,there's
therefore,therefor
threw,through
threw,thru
throes,throws
throne,thrown
thrown,throne
throws,throes
thyme,time
ticks,tics
tied,tide
tins,tain
tins,teins
tins,teint
tins,thym
tins,tint
tins,tînt
toad,toed
toad,towed
toes,tows
told,tolled
told,tolv
told,toldd
tonic,tonics
tonic,tonique
tonic,toniques
tons,tonnes
tons,tuns
tore,tor
tore,taw
tore,tåre
torque,torq
torque,torc
torque,talk
towed,toad
towed,toed
tracks,trax
traditions,tradition
trance,transe
trance,transes
transitive,transitives
transmissions,transmission
travail,travaille
travail,travaillent
travail,travailles
trivial,triviale
trivial,triviales
troupe,troop
tsar,Saar
tucker,Tucker
tuna,tunas
tuna,tunât
turf,TERF
turns,terns
ultimatum,ultimatums
undue,undo
untold,untolled
unwanted,unwonted
vane,vain
vane,vein
vascular,bascular
vascular,bascular
veils,vales
veils,vails
vengeance,vengeances
venous,Venus
venous,venus
ventral,ventrale
ventral,ventrales
verses,versus
versus,verses
vile,vial
viscous,viscus
visions,vision
vocal,bocal
vocal,bucal
vocal,vocale
vocal,vocales
votes,vote
votes,votent
voyages,voyage
voyages,voyagent
wade,wayed
wade,weighed
wade,wheyed
wailing,whaling
waited,weighted
waits,weights
waiver,waver
wales,wails
wales,whales
walks,woks
wanton,wonton
wares,wears
wares,warez
wares,where's
wasted,waisted
wastes,waists
watered,warted
weakened,weekend
weaker,weeker
weakly,weekly
wearing,waring
wearing,Waring
wears,wares
wears,warez
wears,where's
weekly,weakly
weighed,wade
weighed,wayed
weighed,wheyed
weighs,ways
weighted,waited
weights,waits
welsh,Welsh
wetting,wedding
whales,wails
whales,Wales
whaling,wailing
wheeled,Weald
wheeled,weald
wheeled,wealed
wheeled,wield
wheels,wheals
wheels,weals
whether,weather
whether,wether
whine,wine
whirled,whorled
whirled,world
whither,wither
whither,wine-whine merger
wholly,holey
wholly,holy
whose,who's
whose,whos
wicker,whicker
wicker,Wicca
wider,wieder
wight,wite
wight,white
wilt,wild
wines,whines
winged,whinged
wishes,whishes
wishing,whishing
women,woman
wont,want
wont,won't
wore,war
worn,warn
wrapped,rapped
wrapped,rapt
wrapper,rapper
wrath,wroth
wright,right
wright,rite
wright,write
wright,Wright
writes,rights
writes,rites
writes,wrights
wrote,rote
wrought,rot
wryly,Riley
wryly,wrylie
yoke,yolk
yolk,yoke
zonal,zonale
zonal,zonales
zoom,zooms
